mapel,kehadiran,nilai_mapel,hasil_akhir
bahasa_10,98,92,lulus
bahasa_10,83,79,recourse
bahasa_10,54,74,recourse
bahasa_10,100,84,lulus
bahasa_10,57,68,recourse
bahasa_10,83,71,recourse
bahasa_10,100,80,lulus
bahasa_10,80,82,recourse
bahasa_10,83,75,lulus
bahasa_10,100,85,lulus
bahasa_10,100,88,lulus
bahasa_10,100,92,lulus
bahasa_10,100,84,lulus
bahasa_10,90,80,lulus
bahasa_10,95,93,lulus
bahasa_10,98,81,lulus
bahasa_10,98,70,lulus
bahasa_10,65,71,recourse
bahasa_10,65,40,recourse
bahasa_10,97,92,lulus
bahasa_10,97,78,lulus
bahasa_10,100,84,lulus
bahasa_10,97,80,lulus
bahasa_10,97,96,lulus
bahasa_10,94,87,lulus
bahasa_10,94,94,lulus
bahasa_10,100,90,lulus
bahasa_10,100,89,lulus
bahasa_10,100,90,lulus
bahasa_10,100,94,lulus
bahasa_10,97,91,lulus
bahasa_10,97,87,lulus
bahasa_10,97,92,lulus
bahasa_10,47,79,recourse
bahasa_10,95,90,lulus
bahasa_10,100,90,lulus
bahasa_10,100,84,lulus
bahasa_10,59,60,recourse
bahasa_10,89,86,lulus
bahasa_10,98,92,lulus
bahasa_10,87,88,lulus
bahasa_10,100,81,lulus
bahasa_10,100,89,lulus
bahasa_10,95,78,lulus
bahasa_10,97,87,lulus
bahasa_10,100,89,lulus
bahasa_10,95,84,lulus
bahasa_10,97,90,lulus
bahasa_10,83,76,recourse
bahasa_10,100,95,lulus
bahasa_10,81,94,recourse
bahasa_10,100,96,lulus
bahasa_10,94,91,lulus
bahasa_10,97,97,lulus
bahasa_10,100,93,lulus
bahasa_10,97,78,lulus
bahasa_10,100,80,lulus
bahasa_10,100,85,lulus
bahasa_10,84,63,recourse
bahasa_10,100,80,recourse
bahasa_10,9,43,recourse
bahasa_10,100,89,lulus
bahasa_10,100,83,lulus
bahasa_10,53,63,recourse
bahasa_10,100,76,recourse
bahasa_10,75,86,lulus
bahasa_10,50,70,recourse
bahasa_10,95,85,lulus
bahasa_10,75,71,lulus
bahasa_10,98,89,lulus
bahasa_10,100,94,lulus
bahasa_10,77,85,lulus
bahasa_10,100,94,lulus
bahasa_10,98,85,lulus
bahasa_10,98,92,lulus
bahasa_10,50,85,recourse
bahasa_10,100,64,recourse
bahasa_10,93,87,lulus
bahasa_10,100,83,recourse
bahasa_10,100,83,lulus
bahasa_10,100,76,recourse
bahasa_10,100,91,lulus
bahasa_10,96,74,lulus
bahasa_10,96,64,lulus
math_10,78,38,lulus
math_10,100,90,lulus
math_10,100,52,lulus
math_10,44,36,recourse
math_10,94,72,lulus
math_10,61,50,recourse
math_10,89,23,lulus
math_10,100,68,lulus
math_10,61,50,lulus
math_10,83,55,recourse
math_10,94,55,lulus
math_10,100,87,lulus
math_10,94,59,lulus
math_10,100,44,lulus
math_10,67,32,recourse
math_10,72,87,lulus
math_10,83,47,lulus
math_10,100,47,lulus
math_10,94,59,lulus
math_10,50,27,recourse
math_10,94,77,lulus
math_10,83,61,lulus
math_10,78,50,lulus
math_10,72,71,lulus
math_10,100,75,lulus
math_10,100,81,lulus
math_10,100,66,lulus
math_10,92,72,lulus
math_10,97,44,lulus
math_10,100,97,lulus
math_10,95,72,lulus
math_10,100,75,lulus
math_10,100,84,lulus
math_10,92,70,lulus
math_10,23,55,lulus
math_10,100,75,lulus
math_10,100,85,lulus
math_10,77,80,lulus
math_10,77,42,lulus
math_10,85,75,lulus
math_10,100,69,lulus
math_10,100,56,lulus
math_10,92,67,lulus
math_10,100,75,lulus
math_10,31,66,lulus
math_10,97,90,lulus
math_10,100,90,lulus
math_10,100,67,lulus
math_10,100,74,lulus
math_10,92,92,lulus
math_10,90,100,lulus
math_10,59,35,lulus
math_10,92,67,lulus
math_10,100,92,lulus
math_10,90,97,lulus
math_10,100,65,lulus
math_10,92,85,lulus
math_10,100,31,lulus
math_10,100,61,lulus
math_10,33,15,recourse
math_10,67,50,lulus
math_10,100,77,lulus
math_10,100,72,lulus
math_10,80,75,lulus
math_10,87,57,recourse
math_10,77,46,lulus
math_10,60,70,recourse
math_10,93,66,lulus
math_10,87,27,recourse
sejarah_indonesia_10,73,87,lulus
sejarah_indonesia_10,82,96,lulus
sejarah_indonesia_10,82,86,lulus
sejarah_indonesia_10,45,72,recourse
sejarah_indonesia_10,73,79,lulus
sejarah_indonesia_10,55,72,recourse
sejarah_indonesia_10,73,80,lulus
sejarah_indonesia_10,73,79,lulus
sejarah_indonesia_10,55,80,recourse
sejarah_indonesia_10,73,77,lulus
sejarah_indonesia_10,91,81,lulus
sejarah_indonesia_10,82,80,lulus
sejarah_indonesia_10,91,88,lulus
sejarah_indonesia_10,100,82,lulus
sejarah_indonesia_10,73,83,lulus
sejarah_indonesia_10,73,80,lulus
sejarah_indonesia_10,91,77,lulus
sejarah_indonesia_10,91,83,lulus
sejarah_indonesia_10,55,80,lulus
sejarah_indonesia_10,55,62,recourse
sejarah_indonesia_10,73,96,lulus
sejarah_indonesia_10,91,85,lulus
sejarah_indonesia_10,82,80,lulus
sejarah_indonesia_10,62,84,lulus
sejarah_indonesia_10,85,94,lulus
sejarah_indonesia_10,100,94,lulus
sejarah_indonesia_10,100,91,lulus
sejarah_indonesia_10,100,91,lulus
sejarah_indonesia_10,85,77,lulus
sejarah_indonesia_10,92,92,lulus
sejarah_indonesia_10,92,92,lulus
sejarah_indonesia_10,100,94,lulus
sejarah_indonesia_10,85,88,lulus
sejarah_indonesia_10,92,90,lulus
sejarah_indonesia_10,62,77,recourse
sejarah_indonesia_10,92,93,lulus
sejarah_indonesia_10,92,92,lulus
sejarah_indonesia_10,62,78,lulus
sejarah_indonesia_10,54,79,recourse
sejarah_indonesia_10,100,83,lulus
sejarah_indonesia_10,92,92,lulus
sejarah_indonesia_10,100,92,lulus
sejarah_indonesia_10,100,84,lulus
sejarah_indonesia_10,100,78,lulus
sejarah_indonesia_10,69,79,lulus
sejarah_indonesia_10,85,85,lulus
sejarah_indonesia_10,92,93,lulus
sejarah_indonesia_10,100,89,lulus
sejarah_indonesia_10,92,78,lulus
sejarah_indonesia_10,92,76,lulus
sejarah_indonesia_10,85,89,lulus
sejarah_indonesia_10,85,87,lulus
sejarah_indonesia_10,92,91,lulus
sejarah_indonesia_10,100,86,lulus
sejarah_indonesia_10,100,94,lulus
sejarah_indonesia_10,100,88,lulus
sejarah_indonesia_10,77,76,lulus
sejarah_indonesia_10,100,77,lulus
sejarah_indonesia_10,80,82,lulus
sejarah_indonesia_10,80,77,lulus
sejarah_indonesia_10,100,77,lulus
sejarah_indonesia_10,10,36,recourse
sejarah_indonesia_10,100,93,lulus
sejarah_indonesia_10,100,97,lulus
sejarah_indonesia_10,90,69,lulus
sejarah_indonesia_10,90,82,lulus
sejarah_indonesia_10,80,80,lulus
sejarah_indonesia_10,60,80,recourse
sejarah_indonesia_10,80,80,lulus
sejarah_indonesia_10,90,78,lulus
sejarah_indonesia_10,85,80,lulus
sejarah_indonesia_10,92,87,lulus
sejarah_indonesia_10,69,78,lulus
sejarah_indonesia_10,92,95,lulus
sejarah_indonesia_10,92,80,lulus
sejarah_indonesia_10,77,80,lulus
sejarah_indonesia_10,69,78,lulus
sejarah_indonesia_10,23,57,recourse
sejarah_indonesia_10,85,78,lulus
sejarah_indonesia_10,69,82,lulus
sejarah_indonesia_10,92,90,lulus
sejarah_indonesia_10,100,85,recourse
sejarah_indonesia_10,100,86,lulus
sejarah_indonesia_10,85,77,lulus
sejarah_indonesia_10,69,77,lulus
bahasa_inggris_10,46,49,recourse
bahasa_inggris_10,100,85,lulus
bahasa_inggris_10,50,80,recourse
bahasa_inggris_10,62,42,recourse
bahasa_inggris_10,62,84,lulus
bahasa_inggris_10,23,42,recourse
bahasa_inggris_10,46,63,recourse
bahasa_inggris_10,77,49,recourse
bahasa_inggris_10,70,65,recourse
bahasa_inggris_10,77,46,recourse
bahasa_inggris_10,100,63,recourse
bahasa_inggris_10,100,85,lulus
bahasa_inggris_10,92,78,lulus
bahasa_inggris_10,100,68,lulus
bahasa_inggris_10,90,45,recourse
bahasa_inggris_10,95,56,lulus
bahasa_inggris_10,85,52,recourse
bahasa_inggris_10,85,67,lulus
bahasa_inggris_10,69,47,recourse
bahasa_inggris_10,46,36,recourse
bahasa_inggris_10,100,83,lulus
bahasa_inggris_10,100,41,recourse
bahasa_inggris_10,100,62,lulus
bahasa_inggris_10,62,68,recourse
bahasa_inggris_10,92,84,lulus
bahasa_inggris_10,92,78,lulus
bahasa_inggris_10,100,69,lulus
bahasa_inggris_10,92,60,recourse
bahasa_inggris_10,85,80,lulus
bahasa_inggris_10,92,92,lulus
bahasa_inggris_10,85,83,lulus
bahasa_inggris_10,100,89,lulus
bahasa_inggris_10,92,70,lulus
bahasa_inggris_10,85,80,lulus
bahasa_inggris_10,15,59,recourse
bahasa_inggris_10,85,91,lulus
bahasa_inggris_10,92,65,lulus
bahasa_inggris_10,62,88,lulus
bahasa_inggris_10,62,36,recourse
bahasa_inggris_10,77,76,lulus
bahasa_inggris_10,92,77,lulus
bahasa_inggris_10,92,70,recourse
bahasa_inggris_10,92,77,lulus
bahasa_inggris_10,92,77,lulus
bahasa_inggris_10,70,72,recourse
bahasa_inggris_10,69,81,lulus
bahasa_inggris_10,92,84,lulus
bahasa_inggris_10,92,48,recourse
bahasa_inggris_10,69,83,recourse
bahasa_inggris_10,85,37,recourse
bahasa_inggris_10,92,90,lulus
bahasa_inggris_10,80,73,recourse
bahasa_inggris_10,100,62,lulus
bahasa_inggris_10,100,85,lulus
bahasa_inggris_10,100,88,lulus
bahasa_inggris_10,100,78,lulus
bahasa_inggris_10,92,69,lulus
bahasa_inggris_10,100,64,lulus
bahasa_inggris_10,90,83,lulus
bahasa_inggris_10,100,11,recourse
bahasa_inggris_10,88,78,lulus
bahasa_inggris_10,0,22,recourse
bahasa_inggris_10,100,89,lulus
bahasa_inggris_10,100,91,lulus
bahasa_inggris_10,100,62,lulus
bahasa_inggris_10,80,62,recourse
bahasa_inggris_10,100,59,lulus
bahasa_inggris_10,72,50,recourse
bahasa_inggris_10,100,55,lulus
bahasa_inggris_10,85,31,recourse
bahasa_inggris_10,85,85,lulus
bahasa_inggris_10,100,82,lulus
bahasa_inggris_10,100,63,lulus
bahasa_inggris_10,100,92,lulus
bahasa_inggris_10,69,78,lulus
bahasa_inggris_10,92,84,lulus
bahasa_inggris_10,85,64,recourse
bahasa_inggris_10,60,20,recourse
bahasa_inggris_10,100,68,lulus
bahasa_inggris_10,92,75,recourse
bahasa_inggris_10,100,79,lulus
bahasa_inggris_10,85,72,recourse
bahasa_inggris_10,100,53,lulus
bahasa_inggris_10,100,44,recourse
bahasa_inggris_10,31,27,recourse
tik_10,40,86,recourse
tik_10,75,93,recourse
tik_10,75,87,recourse
tik_10,42,83,recourse
tik_10,75,90,recourse
tik_10,75,76,recourse
tik_10,40,83,recourse
tik_10,70,91,recourse
tik_10,75,83,recourse
tik_10,75,22,recourse
tik_10,50,83,recourse
tik_10,100,98,recourse
tik_10,100,93,recourse
tik_10,100,90,recourse
tik_10,42,84,recourse
tik_10,100,91,recourse
tik_10,80,80,recourse
tik_10,75,79,recourse
tik_10,75,80,recourse
tik_10,40,51,recourse
tik_10,70,91,recourse
tik_10,40,93,recourse
tik_10,75,81,recourse
tik_10,33,82,recourse
tik_10,100,50,recourse
tik_10,50,89,recourse
tik_10,50,73,recourse
tik_10,50,83,recourse
tik_10,100,84,recourse
tik_10,100,91,recourse
tik_10,50,90,recourse
tik_10,100,98,recourse
tik_10,100,81,recourse
tik_10,50,93,recourse
tik_10,33,79,recourse
tik_10,100,88,recourse
tik_10,50,68,recourse
tik_10,100,82,recourse
tik_10,0,48,recourse
tik_10,50,81,recourse
tik_10,100,82,recourse
tik_10,100,93,recourse
tik_10,50,85,recourse
tik_10,100,45,recourse
tik_10,50,77,recourse
tik_10,100,93,recourse
tik_10,100,50,recourse
tik_10,50,84,recourse
tik_10,100,96,recourse
tik_10,100,72,recourse
tik_10,100,93,recourse
tik_10,50,96,recourse
tik_10,100,87,recourse
tik_10,100,89,recourse
tik_10,100,89,recourse
tik_10,100,89,recourse
tik_10,100,77,recourse
tik_10,67,76,recourse
tik_10,90,93,recourse
tik_10,67,69,recourse
tik_10,33,87,recourse
tik_10,33,64,recourse
tik_10,67,94,recourse
tik_10,80,96,recourse
tik_10,100,72,recourse
tik_10,100,82,recourse
tik_10,67,88,recourse
tik_10,33,84,recourse
tik_10,33,84,recourse
tik_10,67,38,recourse
tik_10,67,66,recourse
tik_10,67,84,recourse
tik_10,33,84,recourse
tik_10,100,94,recourse
tik_10,100,92,recourse
tik_10,100,89,recourse
tik_10,100,78,recourse
tik_10,33,48,recourse
tik_10,100,50,recourse
tik_10,33,76,recourse
tik_10,67,77,recourse
tik_10,67,78,recourse
tik_10,67,69,recourse
tik_10,67,71,recourse
tik_10,40,56,recourse
chemistry_10,79,62,recourse
chemistry_10,93,91,pass
chemistry_10,93,71,recourse
chemistry_10,79,53,recourse
chemistry_10,93,87,pass
chemistry_10,50,47,recourse
chemistry_10,79,50,recourse
chemistry_10,93,68,recourse
chemistry_10,43,54,recourse
chemistry_10,79,50,recourse
chemistry_10,93,59,recourse
chemistry_10,100,73,pass
chemistry_10,100,83,pass
chemistry_10,93,63,pass
chemistry_10,86,32,recourse
chemistry_10,89,68,recourse
chemistry_10,79,42,recourse
chemistry_10,71,47,recourse
chemistry_10,50,71,recourse
chemistry_10,43,35,recourse
chemistry_10,93,80,pass
chemistry_10,71,74,recourse
chemistry_10,86,52,recourse
chemistry_10,86,66,recourse
chemistry_10,100,89,pass
chemistry_10,100,67,pass
chemistry_10,100,67,pass
chemistry_10,93,70,pass
chemistry_10,100,56,pass
chemistry_10,100,95,pass
chemistry_10,100,89,pass
chemistry_10,100,81,pass
chemistry_10,100,64,pass
chemistry_10,100,80,pass
chemistry_10,36,45,recourse
chemistry_10,93,85,pass
chemistry_10,100,65,recourse
chemistry_10,100,52,recourse
chemistry_10,50,40,recourse
chemistry_10,100,72,pass
chemistry_10,100,74,pass
chemistry_10,100,78,pass
chemistry_10,100,70,pass
chemistry_10,100,58,recourse
chemistry_10,71,50,recourse
chemistry_10,93,74,pass
chemistry_10,100,80,pass
chemistry_10,100,75,recourse
chemistry_10,100,72,pass
chemistry_10,86,57,recourse
chemistry_10,100,86,pass
chemistry_10,93,84,recourse
chemistry_10,93,85,pass
chemistry_10,100,74,pass
chemistry_10,100,91,pass
chemistry_10,100,69,pass
chemistry_10,100,64,recourse
pai_11,91,92,pass
pai_11,89,88,pass
pai_11,83,88,pass
pai_11,83,99,pass
pai_11,100,92,pass
pai_11,22,81,recourse
pai_11,11,81,recourse
pai_11,78,87,pass
pai_11,80,75,pass
pai_11,100,88,pass
pai_11,56,96,pass
pai_11,80,82,pass
pai_11,90,98,pass
pai_11,70,75,recourse
pai_11,80,92,pass
pai_11,60,76,recourse
pai_11,100,90,pass
pai_11,89,92,pass
pai_11,100,94,pass
pai_11,67,95,pass
pai_11,100,94,pass
pai_11,100,84,pass
pai_11,78,88,pass
pai_11,78,98,pass
pai_11,89,98,pass
pai_11,70,81,pass
pai_11,100,90,pass
pai_11,40,99,pass
pai_11,40,91,pass
pai_11,90,90,pass
pai_11,100,100,pass
pai_11,90,90,pass
pai_11,89,92,pass
pai_11,50,76,recourse
pai_11,100,87,pass
pai_11,0,56,recourse
pai_11,100,90,pass
pai_11,20,57,recourse
pai_11,100,91,pass
pai_11,100,84,pass
pai_11,90,78,pass
pai_11,87,74,pass
pai_11,76,71,pass
pai_11,84,76,pass
pai_11,68,79,pass
pai_11,87,81,pass
pai_11,80,80,pass
pai_11,67,68,recourse
pai_11,80,74,pass
pai_11,100,81,pass
pai_11,80,83,recourse
pai_11,80,77,recourse
pai_11,80,81,pass
pai_11,20,45,recourse
pai_11,93,83,pass
pai_11,100,90,pass
pai_11,84,79,recourse
pai_11,78,80,recourse
pai_11,88,78,pass
pai_11,88,81,pass
pai_11,83,67,pass
pai_11,90,80,pass
pai_11,90,75,pass
pai_11,80,74,pass
pai_11,100,88,pass
pai_11,88,77,pass
pai_11,100,87,pass
pai_11,81,77,pass
pai_11,92,80,pass
bahasa_11,91,85,pass
bahasa_11,89,84,pass
bahasa_11,83,85,pass
bahasa_11,83,87,pass
bahasa_11,100,85,pass
bahasa_11,22,62,recourse
bahasa_11,11,63,recourse
bahasa_11,78,81,pass
bahasa_11,80,72,recourse
bahasa_11,100,80,pass
bahasa_11,56,78,recourse
bahasa_11,80,81,pass
bahasa_11,90,75,pass
bahasa_11,70,66,recourse
bahasa_11,80,85,pass
bahasa_11,60,79,recourse
bahasa_11,100,85,pass
bahasa_11,89,93,pass
bahasa_11,100,87,pass
bahasa_11,67,86,pass
bahasa_11,100,87,pass
bahasa_11,100,86,pass
bahasa_11,78,86,recourse
bahasa_11,78,85,pass
bahasa_11,89,89,pass
bahasa_11,70,79,pass
bahasa_11,100,84,pass
bahasa_11,40,85,recourse
bahasa_11,40,77,recourse
bahasa_11,90,92,pass
bahasa_11,100,86,pass
bahasa_11,90,87,pass
bahasa_11,89,85,recourse
bahasa_11,50,80,recourse
bahasa_11,100,88,pass
bahasa_11,0,60,recourse
bahasa_11,100,76,pass
bahasa_11,67,82,recourse
bahasa_11,100,89,pass
bahasa_11,56,80,recourse
bahasa_11,56,80,recourse
bahasa_11,60,81,recourse
bahasa_11,44,67,recourse
bahasa_11,67,77,recourse
bahasa_11,90,90,recourse
bahasa_11,30,85,recourse
bahasa_11,20,85,recourse
bahasa_11,25,58,recourse
bahasa_11,20,50,recourse
bahasa_11,100,83,pass
bahasa_11,44,67,recourse
bahasa_11,100,84,recourse
bahasa_11,67,79,pass
bahasa_11,22,40,recourse
bahasa_11,70,84,recourse
bahasa_11,100,89,pass
bahasa_11,22,75,recourse
bahasa_11,67,57,recourse
bahasa_11,80,81,pass
bahasa_11,100,85,pass
bahasa_11,80,73,recourse
bahasa_11,80,87,recourse
bahasa_11,60,82,recourse
bahasa_11,80,70,recourse
bahasa_11,100,79,recourse
bahasa_11,60,80,recourse
bahasa_11,70,84,pass
bahasa_11,40,76,recourse
bahasa_11,90,82,pass
math_11,100,91,pass
math_11,93,71,pass
math_11,100,76,pass
math_11,100,66,pass
math_11,100,88,pass
math_11,100,81,pass
math_11,50,35,recourse
math_11,100,32,recourse
math_11,100,89,pass
math_11,100,67,recourse
math_11,100,86,pass
math_11,96,66,recourse
math_11,100,98,pass
math_11,82,66,recourse
math_11,100,81,pass
math_11,100,23,recourse
math_11,100,89,pass
math_11,100,95,pass
math_11,100,66,pass
math_11,100,88,pass
math_11,100,87,pass
math_11,100,90,pass
math_11,100,92,pass
math_11,88,83,pass
math_11,100,83,pass
math_11,62,60,recourse
math_11,100,82,pass
math_11,73,65,recourse
math_11,58,70,recourse
math_11,58,0,recourse
math_11,100,88,pass
math_11,100,78,pass
math_11,100,92,pass
math_11,69,87,pass
math_11,100,77,pass
math_11,100,81,pass
math_11,31,28,recourse
math_11,100,68,pass
math_11,92,36,recourse
math_11,100,79,pass
math_11,100,56,recourse
math_11,92,6,recourse
math_11,88,66,recourse
math_11,100,50,recourse
math_11,100,41,recourse
math_11,58,76,recourse
math_11,35,81,recourse
math_11,58,25,recourse
math_11,46,26,recourse
math_11,42,17,recourse
math_11,100,76,pass
math_11,100,77,recourse
math_11,100,20,recourse
math_11,100,76,pass
math_11,0,17,recourse
math_11,100,81,pass
math_11,100,88,pass
math_11,21,48,recourse
math_11,86,28,recourse
math_11,64,22,recourse
math_11,100,81,pass
math_11,79,21,recourse
math_11,100,81,pass
math_11,86,51,recourse
math_11,86,24,recourse
math_11,100,90,pass
math_11,100,77,pass
math_11,93,81,pass
math_11,100,18,recourse
math_11,100,81,pass
sejarah_indonesia_11,100,81,pass
sejarah_indonesia_11,92,88,pass
sejarah_indonesia_11,92,78,pass
sejarah_indonesia_11,100,86,pass
sejarah_indonesia_11,83,89,pass
sejarah_indonesia_11,83,80,recourse
sejarah_indonesia_11,42,71,recourse
sejarah_indonesia_11,83,82,pass
sejarah_indonesia_11,0,0,recourse
sejarah_indonesia_11,100,82,pass
sejarah_indonesia_11,58,83,pass
sejarah_indonesia_11,75,78,pass
sejarah_indonesia_11,75,83,pass
sejarah_indonesia_11,75,90,pass
sejarah_indonesia_11,58,80,pass
sejarah_indonesia_11,92,91,pass
sejarah_indonesia_11,58,78,recourse
sejarah_indonesia_11,80,88,pass
sejarah_indonesia_11,90,89,pass
sejarah_indonesia_11,60,83,pass
sejarah_indonesia_11,60,83,pass
sejarah_indonesia_11,100,83,pass
sejarah_indonesia_11,80,83,pass
sejarah_indonesia_11,80,87,pass
sejarah_indonesia_11,60,84,pass
sejarah_indonesia_11,60,88,pass
sejarah_indonesia_11,60,79,pass
sejarah_indonesia_11,90,87,pass
sejarah_indonesia_11,60,79,pass
sejarah_indonesia_11,60,79,pass
sejarah_indonesia_11,60,85,pass
sejarah_indonesia_11,80,86,pass
sejarah_indonesia_11,50,87,pass
sejarah_indonesia_11,60,85,pass
sejarah_indonesia_11,80,78,pass
sejarah_indonesia_11,50,86,pass
sejarah_indonesia_11,60,79,pass
sejarah_indonesia_11,83,86,pass
sejarah_indonesia_11,67,79,pass
sejarah_indonesia_11,92,91,pass
sejarah_indonesia_11,67,91,pass
sejarah_indonesia_11,67,82,pass
sejarah_indonesia_11,67,79,pass
sejarah_indonesia_11,67,79,pass
sejarah_indonesia_11,67,81,pass
sejarah_indonesia_11,67,83,pass
sejarah_indonesia_11,67,82,pass
sejarah_indonesia_11,17,84,recourse
sejarah_indonesia_11,25,63,recourse
sejarah_indonesia_11,67,79,pass
sejarah_indonesia_11,92,85,pass
sejarah_indonesia_11,60,80,recourse
sejarah_indonesia_11,70,78,pass
sejarah_indonesia_11,60,81,recourse
sejarah_indonesia_11,20,62,recourse
sejarah_indonesia_11,80,86,pass
sejarah_indonesia_11,70,83,pass
sejarah_indonesia_11,60,83,pass
sejarah_indonesia_11,60,79,pass
sejarah_indonesia_11,60,82,pass
sejarah_indonesia_11,60,81,recourse
sejarah_indonesia_11,60,78,recourse
sejarah_indonesia_11,80,81,pass
sejarah_indonesia_11,60,85,pass
sejarah_indonesia_11,10,72,recourse
sejarah_indonesia_11,80,79,pass
sejarah_indonesia_11,70,79,pass
sejarah_indonesia_11,80,86,pass
sejarah_indonesia_11,70,78,pass
sejarah_indonesia_11,70,80,pass
bahasa_inggris_11,82,80,pass
bahasa_inggris_11,79,90,pass
bahasa_inggris_11,80,82,pass
bahasa_inggris_11,56,76,recourse
bahasa_inggris_11,79,77,pass
bahasa_inggris_11,38,70,recourse
bahasa_inggris_11,52,75,recourse
bahasa_inggris_11,80,76,pass
bahasa_inggris_11,54,67,recourse
bahasa_inggris_11,80,85,pass
bahasa_inggris_11,78,82,pass
bahasa_inggris_11,54,54,recourse
bahasa_inggris_11,82,83,pass
bahasa_inggris_11,64,75,recourse
bahasa_inggris_11,79,87,pass
bahasa_inggris_11,33,48,recourse
bahasa_inggris_11,67,64,recourse
bahasa_inggris_11,81,83,pass
bahasa_inggris_11,65,52,recourse
bahasa_inggris_11,78,84,pass
bahasa_inggris_11,79,74,pass
bahasa_inggris_11,78,70,pass
bahasa_inggris_11,77,72,recourse
bahasa_inggris_11,69,65,recourse
bahasa_inggris_11,77,68,recourse
bahasa_inggris_11,52,64,recourse
bahasa_inggris_11,81,79,pass
bahasa_inggris_11,63,59,recourse
bahasa_inggris_11,33,70,recourse
bahasa_inggris_11,70,80,recourse
bahasa_inggris_11,69,70,recourse
bahasa_inggris_11,88,86,pass
bahasa_inggris_11,57,87,recourse
bahasa_inggris_11,32,70,recourse
bahasa_inggris_11,79,80,pass
bahasa_inggris_11,20,46,recourse
bahasa_inggris_11,79,72,pass
bahasa_inggris_11,27,33,recourse
bahasa_inggris_11,82,82,pass
bahasa_inggris_11,58,70,recourse
bahasa_inggris_11,37,39,recourse
bahasa_inggris_11,48,79,recourse
bahasa_inggris_11,49,71,recourse
bahasa_inggris_11,77,80,recourse
bahasa_inggris_11,48,83,recourse
bahasa_inggris_11,49,69,recourse
bahasa_inggris_11,40,82,recourse
bahasa_inggris_11,25,48,recourse
bahasa_inggris_11,14,20,recourse
bahasa_inggris_11,80,82,pass
bahasa_inggris_11,13,22,recourse
bahasa_inggris_11,47,67,recourse
bahasa_inggris_11,77,84,recourse
bahasa_inggris_11,11,27,recourse
bahasa_inggris_11,57,79,recourse
bahasa_inggris_11,82,80,pass
bahasa_inggris_11,24,51,recourse
bahasa_inggris_11,45,32,recourse
bahasa_inggris_11,38,35,recourse
bahasa_inggris_11,79,77,pass
bahasa_inggris_11,53,73,recourse
bahasa_inggris_11,78,80,pass
bahasa_inggris_11,53,61,recourse
bahasa_inggris_11,75,77,recourse
bahasa_inggris_11,63,77,recourse
bahasa_inggris_11,65,78,recourse
bahasa_inggris_11,79,79,pass
bahasa_inggris_11,24,36,recourse
bahasa_inggris_11,61,79,recourse
biologi_11,100,81,pass
biologi_11,100,96,pass
biologi_11,100,83,pass
biologi_11,87,86,pass
biologi_11,100,86,pass
biologi_11,43,48,recourse
biologi_11,93,74,recourse
biologi_11,100,94,pass
biologi_11,87,57,pass
biologi_11,100,88,pass
biologi_11,87,88,pass
biologi_11,100,84,pass
biologi_11,100,92,pass
biologi_11,73,69,pass
biologi_11,100,87,pass
biologi_11,93,71,recourse
biologi_11,93,84,pass
